division_code,dist_code,sub_dist_code,union_code,mah_code,rmo_1,node_hash,admin_unit_t1,area,total_household,pop_total,pop_in_house,pop_floating,pop_density,admin_unit_t3,rmo_3,num_general_household,household_1person,household_2person,household_3person,household_4person,household_5person,household_6person,household_7person,household_8+person,avg_household_size,admin_unit_t4,rmo_4,all_age_pop,0-4,5-9,10-14,15-19,20-24,25-29,30-49,50-59,60-64,65+
30,48,27,09,378,2,304827093782,*Paschim Dwipeshwar (Dakshin),,117,544,544,0,,*Paschim Dwipeshwar (Dakshin),2,117,2.6,10.3,17.9,21.4,15.4,15.4,7.7,9.4,4.6,*Paschim Dwipeshwar (Dakshin),2,544,12.3,16.2,13.6,8.1,9.7,7.2,19.7,6.3,3.1,3.9
30,48,27,09,388,2,304827093882,*Purba Dwipeshwar (Dakshin),,111,480,480,0,,*Purba Dwipeshwar (Dakshin),2,111,3.6,9.0,16.2,33.3,16.2,11.7,5.4,4.5,4.3,*Purba Dwipeshwar (Dakshin),2,480,7.3,13.5,12.9,10.2,7.3,9.4,25.8,6.9,3.3,3.3
30,48,27,09,574,2,304827095742,*Jamail,,247,1066,1066,0,,*Jamail,2,247,5.3,10.5,18.2,20.6,21.9,14.2,4.5,4.9,4.3,*Jamail,2,1066,9.9,15.4,10.4,10.0,7.2,7.1,23.5,8.3,3.0,5.2
30,48,27,13,,,30482713,Araibaria Union Total,2471,2422,10318,10318,0,1032,Araibaria Union Total,,2412,3.6,11.6,18.7,25.3,20.1,12.1,4.7,4.1,4.3,Araibaria Union Total,,10318,10.3,14.5,12.2,7.9,8.2,8.5,23.2,6.6,2.9,5.7
30,48,27,13,084,1,304827130841,*Bharua,,308,1347,1347,0,,*Bharua,1,308,1.9,13.3,16.6,25.0,18.5,13.0,7.5,4.2,4.4,*Bharua,1,1347,9.2,12.9,14.8,9.9,7.9,7.5,23.0,7.7,2.7,4.3
30,48,27,13,196,1,304827131961,*Char Jamail,,271,1155,1155,0,,*Char Jamail,1,271,2.2,10.7,21.8,23.6,20.7,14.0,4.1,3.0,4.3,*Char Jamail,1,1155,10.7,16.0,12.1,8.2,6.1,8.6,23.5,6.3,2.9,5.5
30,48,27,13,322,1,304827133221,*Dhankura,,494,2101,2101,0,,*Dhankura,1,494,2.6,10.9,18.2,26.5,23.5,10.9,3.4,3.8,4.3,*Dhankura,1,2101,8.1,14.3,13.0,8.1,8.2,8.0,25.2,6.5,3.3,5.2
30,48,27,13,364,1,304827133641,*Dhuljuri (Part),,382,1618,1618,0,,*Dhuljuri (Part),1,373,4.8,11.5,20.1,29.8,13.4,10.7,4.3,5.4,4.2,*Dhuljuri (Part),1,1618,11.7,11.8,10.9,7.4,10.7,10.3,22.1,7.2,2.9,5.0
30,48,27,13,378,1,304827133781,*Dwipeshwar (Part),,213,931,931,0,,*Dwipeshwar (Part),1,212,4.2,11.8,17.9,20.3,19.3,16.0,5.2,5.2,4.4,*Dwipeshwar (Part),1,931,12.7,13.4,12.9,7.2,7.3,9.3,21.9,6.6,2.5,6.2
30,48,27,13,574,1,304827135741,*Jamil (Part),,258,1084,1084,0,,*Jamil (Part),1,258,6.2,8.5,20.2,22.1,25.2,9.7,4.7,3.5,4.2,*Jamil (Part),1,1084,11.0,15.1,10.8,7.9,7.2,7.5,25.1,6.5,2.8,6.1
30,48,27,13,623,1,304827136231,*Kawna,,330,1374,1374,0,,*Kawna,1,330,3.0,13.0,17.3,25.8,22.7,10.9,5.2,2.1,4.2,*Kawna,1,1374,10.2,18.3,10.6,6.3,8.7,8.2,21.0,6.0,2.9,7.8
30,48,27,13,756,1,304827137561,*Nirahar Gati (Part),,166,708,708,0,,*Nirahar Gati (Part),1,166,5.4,13.3,16.9,25.3,14.5,14.5,3.6,6.6,4.3,*Nirahar Gati (Part),1,708,11.4,14.3,11.7,7.3,7.6,9.5,22.9,5.9,2.7,6.6
30,48,27,27,,,30482727,Gobindapur Union Total,5919,8944,40148,40145,3,1676,Gobindapur Union Total,,8935,4.6,11.3,16.1,22.1,19.7,12.0,7.4,6.8,4.5,Gobindapur Union Total,,40148,12.1,16.3,12.5,7.5,7.2,8.1,22.0,6.2,2.7,5.4
30,48,27,27,014,1,304827270141,*Anuha,,215,982,982,0,,*Anuha,1,215,2.8,10.2,17.2,24.7,19.5,11.6,7.0,7.0,4.6,*Anuha,1,982,11.7,19.7,11.6,6.7,6.2,7.6,22.6,6.9,2.9,4.1
30,48,27,27,406,1,304827274061,*Ganaman Purura,,461,2106,2106,0,,*Ganaman Purura,1,461,3.5,11.1,19.7,18.4,17.1,12.6,9.8,7.8,4.6,*Ganaman Purura,1,2106,11.8,15.1,13.2,9.3,7.2,6.7,20.9,6.8,2.6,6.5
30,48,27,27,420,1,304827274201,*Gangatia,,146,677,674,3,,*Gangatia,1,145,4.1,10.3,23.4,21.4,18.6,6.2,7.6,8.3,4.4,*Gangatia,1,677,9.2,16.5,11.1,6.4,8.3,8.9,21.9,7.1,3.1,7.7
30,48,27,27,476,1,304827274761,*Gobindapur,,3917,17666,17666,0,,*Gobindapur,1,3913,4.7,10.8,16.0,22.4,19.5,12.0,7.3,7.3,4.5,*Gobindapur,1,17666,12.1,16.0,13.0,7.6,7.1,8.0,21.8,6.1,2.9,5.4
30,48,27,27,476 01,1,30482727476 011,Uttar Gobindapur,,1035,4690,4690,0,,Uttar Gobindapur,1,1033,6.5,9.9,14.8,21.3,20.2,11.2,8.1,7.9,4.5,Uttar Gobindapur,1,4690,12.2,16.9,12.5,7.8,6.7,7.7,21.8,6.2,2.5,5.5
30,48,27,27,476 02,1,30482727476 021,Paschim Gobindapur,,657,2849,2849,0,,Paschim Gobindapur,1,656,5.3,13.0,17.2,20.3,17.7,13.4,7.3,5.8,4.3,Paschim Gobindapur,1,2849,13.3,17.1,13.3,6.1,6.7,8.3,21.4,5.5,2.9,5.4
30,48,27,27,476 03,1,30482727476 031,Madhya Gobindapur,,834,3728,3728,0,,Madhya Gobindapur,1,833,5.0,11.9,16.1,21.8,18.7,12.2,7.3,6.8,4.5,Madhya Gobindapur,1,3728,12.0,16.0,13.1,7.7,7.6,8.5,21.8,5.5,2.9,4.9
30,48,27,27,476 04,1,30482727476 041,Dakhin Gobindapur,,1024,4727,4727,0,,Dakhin Gobindapur,1,1024,2.7,9.7,16.2,24.3,20.5,12.0,6.2,8.4,4.6,Dakhin Gobindapur,1,4727,11.5,15.0,13.2,8.1,6.7,7.4,22.2,6.8,3.4,5.6
30,48,27,27,476 05,1,30482727476 051,Boaliar Char,,367,1672,1672,0,,Boaliar Char,1,367,3.0,9.8,16.6,25.3,19.9,11.4,8.2,5.7,4.6,Boaliar Char,1,1672,12.1,14.7,13.3,7.9,8.4,8.3,20.8,6.2,3.1,5.4
30,48,27,27,602,1,304827276021,*Kapasatia,,199,856,856,0,,*Kapasatia,1,199,7.5,12.6,14.1,22.1,19.1,11.6,6.5,6.5,4.3,*Kapasatia,1,856,11.3,16.9,11.8,9.1,7.0,8.6,23.4,4.7,1.6,5.5
30,48,27,27,630,1,304827276301,*Kesera,,134,556,556,0,,*Kesera,1,134,6.7,16.4,20.1,16.4,20.1,9.0,3.7,7.5,4.1,*Kesera,1,556,11.7,16.2,11.7,7.4,8.8,6.1,24.6,5.4,1.8,6.3
30,48,27,27,658,1,304827276581,*Lakhuhati,,1224,5386,5386,0,,*Lakhuhati,1,1223,3.0,13.7,16.1,22.6,20.4,11.9,6.5,5.7,4.4,*Lakhuhati,1,5386,11.8,16.6,12.1,6.6,7.6,8.4,23.2,6.4,2.4,5.0
30,48,27,27,658 01,1,30482727658 011,Lakhuhati,,683,3068,3068,0,,Lakhuhati,1,682,1.6,12.0,16.4,24.9,21.0,11.9,6.5,5.7,4.5,Lakhuhati,1,3068,11.8,16.8,11.8,7.2,7.6,7.8,23.4,6.1,2.5,4.9
30,48,27,27,658 02,1,30482727658 021,Dangri,,541,2318,2318,0,,Dangri,1,541,4.8,15.9,15.7,19.8,19.6,11.8,6.7,5.7,4.3,Dangri,1,2318,11.7,16.3,12.4,5.8,7.7,9.1,22.9,6.7,2.3,5.2
30,48,27,27,672,1,304827276721,*Lulikandi,,177,755,755,0,,*Lulikandi,1,177,9.0,9.6,19.2,22.6,15.3,10.7,6.8,6.8,4.3,*Lulikandi,1,755,14.8,16.3,12.1,5.8,5.3,7.5,20.7,6.8,2.6,8.1
30,48,27,27,686,1,304827276861,*Madhakhola,,966,4324,4324,0,,*Madhakhola,1,965,5.2,11.1,15.5,21.5,21.6,11.8,8.2,5.2,4.4,*Madhakhola,1,4324,12.7,16.2,11.3,7.7,7.2,8.7,21.7,6.4,2.5,5.6
30,48,27,27,714,1,304827277141,*Naipurura,,218,897,897,0,,*Naipurura,1,218,7.3,13.8,15.6,27.1,16.1,9.6,5.0,5.5,4.1,*Naipurura,1,897,10.7,15.7,12.2,6.9,7.6,10.0,21.9,6.0,3.2,5.8
30,48,27,27,770,1,304827277701,*Panan,,1017,4827,4827,0,,*Panan,1,1017,3.9,8.5,13.3,22.9,20.3,14.3,8.7,8.3,4.7,*Panan,1,4827,11.7,16.7,12.8,7.7,7.5,7.9,21.9,6.5,2.4,5.0
30,48,27,27,924,1,304827279241,*Syedpur,,270,1116,1116,0,,*Syedpur,1,268,6.0,17.2,15.3,18.3,20.5,12.7,6.0,4.1,4.2,*Syedpur,1,1116,13.4,16.7,12.5,5.9,5.9,9.7,23.0,5.9,2.2,4.8
30,48,27,40,,,30482740,Jinari Union Total,5777,5709,26491,26491,0,1133,Jinari Union Total,,5696,2.5,8.9,15.9,21.9,21.4,14.6,8.4,6.4,4.6,Jinari Union Total,,26491,12.5,16.9,12.2,7.6,6.9,7.6,21.9,6.3,2.9,5.1
30,48,27,40,126,1,304827401261,*Bir Katihari,,371,1676,1676,0,,*Bir Katihari,1,371,4.9,7.3,18.9,23.5,18.9,12.7,7.3,6.7,4.5,*Bir Katihari,1,1676,11.0,16.0,12.1,9.8,5.0,7.6,22.1,6.6,3.0,6.7
30,48,27,40,168,1,304827401681,*Char Hataralgili,,410,2006,2006,0,,*Char Hataralgili,1,410,1.0,8.8,14.4,20.7,17.3,18.3,11.7,7.8,4.9,*Char Hataralgili,1,2006,13.4,18.8,12.2,8.2,6.2,7.9,19.4,6.1,3.1,4.7
30,48,27,40,182,1,304827401821,*Char Hajipur,,1019,4779,4779,0,,*Char Hajipur,1,1019,2.0,8.6,14.5,23.4,21.9,14.2,8.7,6.7,4.7,*Char Hajipur,1,4779,14.2,17.7,12.0,6.8,7.7,8.0,19.9,6.3,3.2,4.1
30,48,27,40,182 01,1,30482740182 011,Uttat Char Hajipur,,599,2827,2827,0,,Uttat Char Hajipur,1,599,1.8,9.3,14.0,23.2,20.4,14.5,10.2,6.5,4.7,Uttat Char Hajipur,1,2827,14.1,17.8,12.5,6.8,6.2,7.3,21.0,6.8,3.9,3.7
30,48,27,40,182 02,1,30482740182 021,Dakshin Char Hajipur,,420,1952,1952,0,,Dakshin Char Hajipur,1,420,2.1,7.6,15.2,23.6,24.0,13.8,6.7,6.9,4.6,Dakshin Char Hajipur,1,1952,14.3,17.7,11.3,7.0,10.0,9.1,18.1,5.6,2.3,4.6
30,48,27,40,210,1,304827402101,*Char Jinari,,120,652,652,0,,*Char Jinari,1,120,0.0,3.3,11.7,15.8,28.3,18.3,6.7,15.8,5.4,*Char Jinari,1,652,15.8,20.1,14.1,4.3,4.4,6.7,22.4,3.8,1.8,6.4
30,48,27,40,224,1,304827402241,*Char Katihari,,499,2245,2245,0,,*Char Katihari,1,499,3.4,11.4,17.4,17.4,23.6,11.6,9.6,5.4,4.5,*Char Katihari,1,2245,12.7,15.9,11.3,5.4,8.7,8.8,22.2,6.9,3.1,5.0
30,48,27,40,294,1,304827402941,*Dhakuria,,331,1527,1527,0,,*Dhakuria,1,331,3.0,9.7,14.2,21.5,22.4,15.1,7.9,6.3,4.6,*Dhakuria,1,1527,11.4,16.6,14.1,6.7,6.5,8.1,22.5,6.4,2.9,4.8
30,48,27,40,294 01,1,30482740294 011,Dhakuria,,155,721,721,0,,Dhakuria,1,155,4.5,9.7,9.0,22.6,25.8,14.8,6.5,7.1,4.7,Dhakuria,1,721,12.6,13.2,15.4,7.5,6.8,7.1,22.5,6.2,2.9,5.8
30,48,27,40,294 02,1,30482740294 021,Beltuli,,84,405,405,0,,Beltuli,1,84,2.4,9.5,8.3,21.4,23.8,16.7,11.9,6.0,4.8,Beltuli,1,405,15.1,19.0,11.9,5.4,7.2,9.1,21.5,5.4,2.5,3.0
30,48,27,40,294 03,1,30482740294 031,Tetulia,,92,401,401,0,,Tetulia,1,92,1.1,9.8,28.3,19.6,15.2,14.1,6.5,5.4,4.4,Tetulia,1,401,5.5,20.2,14.2,6.5,5.2,9.0,23.4,7.5,3.5,5.0
30,48,27,40,392,1,304827403921,*Gobargaon,,252,1179,1179,0,,*Gobargaon,1,252,3.2,6.3,17.9,21.8,21.8,13.9,8.7,6.3,4.7,*Gobargaon,1,1179,13.0,15.9,12.0,10.3,5.8,5.3,22.8,7.5,2.6,4.7
30,48,27,40,518,1,304827405181,*Hajipur,,577,2528,2528,0,,*Hajipur,1,577,6.1,9.5,15.6,23.1,19.2,15.4,7.5,3.6,4.4,*Hajipur,1,2528,10.9,15.4,12.8,9.5,7.1,7.4,22.9,5.7,2.8,5.5
30,48,27,40,532,1,304827405321,*Hoglakandi,,254,1196,1196,0,,*Hoglakandi,1,254,1.6,9.1,16.5,22.8,20.9,12.6,9.1,7.5,4.7,*Hoglakandi,1,1196,11.0,17.5,13.3,6.6,7.1,8.8,20.9,5.5,3.4,5.9
30,48,27,40,546,1,304827405461,*Holima,,543,2566,2566,0,,*Holima,1,543,0.6,8.7,15.7,22.3,23.9,13.6,8.8,6.4,4.7,*Holima,1,2566,11.6,17.6,11.9,6.9,6.4,6.4,24.6,7.0,2.8,4.8
30,48,27,40,588,1,304827405881,*Jinari,,819,3673,3673,0,,*Jinari,1,818,2.1,11.1,15.8,23.5,20.3,16.0,6.5,4.8,4.5,*Jinari,1,3673,11.9,17.3,11.3,7.0,7.2,7.7,23.3,6.5,3.0,4.7
30,48,27,40,784,1,304827407841,*Piplakandi,,434,2035,2035,0,,*Piplakandi,1,422,1.4,6.4,17.8,22.0,23.0,13.5,7.8,8.1,4.8,*Piplakandi,1,2035,13.6,15.1,12.3,9.0,6.8,7.7,21.0,5.5,2.6,6.4
30,48,27,40,994,1,304827409941,*Teka Para,,80,429,429,0,,*Teka Para,1,80,0.0,2.5,18.8,13.8,21.3,21.3,10.0,12.5,5.4,*Teka Para,1,429,10.3,17.5,13.5,9.3,7.2,5.8,23.3,7.5,1.6,4.0
30,48,27,54,,,30482754,Pumdi Union Total,4759,6341,27756,27750,6,1441,Pumdi Union Total,,6325,5.1,11.9,17.8,21.6,19.4,12.3,6.0,6.0,4.4,Pumdi Union Total,,27756,11.6,15.4,12.6,8.2,7.4,8.0,22.0,6.5,2.8,5.6
30,48,27,54,056,1,304827540561,*Atira,,223,980,980,0,,*Atira,1,221,7.7,10.4,18.6,19.9,15.8,13.1,8.1,6.3,4.4,*Atira,1,980,13.1,15.1,12.9,9.1,6.9,9.5,19.4,5.5,2.6,6.0
30,48,27,54,070,1,304827540701,*Barshikura,,271,1136,1136,0,,*Barshikura,1,269,4.5,11.9,17.5,27.5,22.3,10.4,3.0,3.0,4.1,*Barshikura,1,1136,10.4,15.7,13.0,5.9,7.8,8.4,24.3,5.0,2.5,7.0
30,48,27,54,112,1,304827541121,*Bil Chatal,,311,1320,1320,0,,*Bil Chatal,1,311,3.9,14.8,18.0,19.9,22.2,11.9,4.5,4.8,4.2,*Bil Chatal,1,1320,12.5,15.8,12.3,7.6,7.0,5.8,24.3,4.9,2.9,6.8
30,48,27,54,238,1,304827542381,*Char Pumdi,,1329,6077,6074,3,,*Char Pumdi,1,1326,5.2,9.9,15.8,21.7,19.0,12.9,6.9,8.5,4.6,*Char Pumdi,1,6077,11.6,14.5,12.4,8.3,7.9,8.1,22.2,6.7,2.7,5.6
30,48,27,54,238 01,1,30482754238 011,Uttarchar Pumdi,,751,3490,3490,0,,Uttarchar Pumdi,1,751,5.6,8.9,15.2,22.0,18.1,14.4,6.7,9.2,4.6,Uttarchar Pumdi,1,3490,11.4,14.3,12.6,8.2,7.7,8.4,22.6,6.9,2.4,5.6
30,48,27,54,238 02,1,30482754238 021,Dakshin Char Pumdi,,578,2587,2584,3,,Dakshin Char Pumdi,1,575,4.7,11.1,16.7,21.4,20.2,11.0,7.3,7.7,4.5,Dakshin Char Pumdi,1,2587,11.8,14.8,12.1,8.4,8.2,7.8,21.8,6.4,3.1,5.7
30,48,27,54,266,1,304827542661,*Dahora,,176,751,751,0,,*Dahora,1,176,7.4,14.2,13.1,22.2,19.3,13.6,6.3,4.0,4.3,*Dahora,1,751,10.7,16.1,16.1,6.9,8.9,7.7,20.6,5.7,2.5,4.7
30,48,27,54,462,1,304827544621,*Girdan,,265,1147,1147,0,,*Girdan,1,265,5.3,10.9,17.4,20.0,21.1,14.7,6.0,4.5,4.3,*Girdan,1,1147,10.5,15.6,13.9,8.1,6.4,9.2,22.2,6.5,2.3,5.2
30,48,27,54,504,1,304827545041,*Harischandra Patti,,258,1151,1151,0,,*Harischandra Patti,1,257,4.3,10.1,20.2,22.6,19.1,10.1,7.4,6.2,4.4,*Harischandra Patti,1,1151,12.5,17.7,12.6,6.3,5.9,9.0,23.3,6.7,3.1,2.9
30,48,27,54,560,1,304827545601,*Jagdal,,616,2914,2913,1,,*Jagdal,1,615,4.2,9.3,14.8,23.4,19.2,14.6,5.9,8.6,4.7,*Jagdal,1,2914,12.7,16.3,13.7,7.9,5.9,6.9,19.5,7.0,3.5,6.6
30,48,27,54,560 01,1,30482754560 011,Jagdal,,306,1487,1486,1,,Jagdal,1,305,4.6,7.9,14.4,23.3,21.3,13.4,6.9,8.2,4.7,Jagdal,1,1487,10.9,16.7,14.5,9.1,6.5,6.7,17.4,7.1,3.8,7.5
30,48,27,54,560 02,1,30482754560 021,Kandi Para,,193,881,881,0,,Kandi Para,1,193,4.1,10.4,16.1,22.8,15.5,16.6,4.7,9.8,4.6,Kandi Para,1,881,14.5,16.3,13.1,5.2,4.5,7.5,21.2,7.5,3.5,6.6
30,48,27,54,560 03,1,30482754560 031,Para Baria,,117,546,546,0,,Para Baria,1,117,3.4,11.1,13.7,24.8,19.7,14.5,5.1,7.7,4.7,Para Baria,1,546,14.8,15.0,12.6,9.2,6.4,6.8,22.3,5.9,2.9,4.0
30,48,27,54,728,1,304827547281,*Nandania,,385,1636,1636,0,,*Nandania,1,385,6.2,10.1,20.3,23.6,17.7,10.6,5.2,6.2,4.2,*Nandania,1,1636,13.6,16.9,8.7,7.5,8.3,7.7,22.0,7.1,3.3,5.0
30,48,27,54,742,1,304827547421,*Narayan Dahar,,84,345,345,0,,*Narayan Dahar,1,84,3.6,13.1,23.8,22.6,14.3,14.3,6.0,2.4,4.1,*Narayan Dahar,1,345,15.4,13.6,8.4,9.3,6.4,10.1,28.1,6.4,1.2,1.2
30,48,27,54,826,1,304827548261,*Pumdi,,1567,6661,6659,2,,*Pumdi,1,1566,5.1,13.4,18.4,21.1,20.1,11.2,5.6,5.1,4.2,*Pumdi,1,6661,10.4,14.7,12.9,8.5,7.5,8.0,22.7,6.8,2.8,5.8
30,48,27,54,826 01,1,30482754826 011,Uttar Pumdi,,760,3232,3232,0,,Uttar Pumdi,1,760,4.6,13.8,19.1,20.1,21.1,10.8,5.9,4.6,4.3,Uttar Pumdi,1,3232,10.8,15.1,12.8,7.4,7.4,8.2,22.5,6.6,2.5,6.7
30,48,27,54,826 02,1,30482754826 021,Dakshin Pumdi,,807,3429,3427,2,,Dakshin Pumdi,1,806,5.6,13.0,17.7,22.1,19.1,11.7,5.2,5.6,4.2,Dakshin Pumdi,1,3429,10.1,14.3,12.9,9.6,7.5,7.8,22.9,7.0,3.1,4.9
30,48,27,54,868,1,304827548681,*Rampur,,322,1476,1476,0,,*Rampur,1,320,5.9,10.6,15.9,16.3,21.6,15.0,8.8,5.9,4.5,*Rampur,1,1476,11.4,15.4,12.9,10.3,7.7,7.5,21.5,6.0,1.9,5.4
30,48,27,54,882,1,304827548821,*Ranagaon,,138,575,575,0,,*Ranagaon,1,138,5.1,13.8,24.6,16.7,15.9,12.3,7.2,4.3,4.2,*Ranagaon,1,575,13.4,13.9,10.8,7.3,7.7,10.6,21.6,7.1,3.3,4.3
30,48,27,54,980,1,304827549801,*Tegharia,,396,1587,1587,0,,*Tegharia,1,392,4.3,17.9,21.9,22.7,17.1,9.9,3.8,2.3,3.9,*Tegharia,1,1587,11.7,17.6,11.8,8.9,8.4,8.9,19.2,5.9,2.8,4.7
30,48,27,54,980 01,1,30482754980 011,Tegharia,,160,572,572,0,,Tegharia,1,158,4.4,21.5,25.3,19.6,17.7,9.5,1.9,0.0,3.6,Tegharia,1,572,11.7,14.7,11.5,10.7,10.5,7.2,20.1,5.8,2.4,5.4
30,48,27,54,980 02,1,30482754980 021,Chawalia,,236,1015,1015,0,,Chawalia,1,234,4.3,15.4,19.7,24.8,16.7,10.3,5.1,3.8,4.1,Chawalia,1,1015,11.7,19.3,12.0,7.9,7.3,9.9,18.6,5.9,3.1,4.3
30,48,27,67,,,30482767,Sahedal Union Total,3040,4934,21349,21349,0,1735,Sahedal Union Total,,4918,3.8,11.3,18.3,23.7,20.7,12.3,5.3,4.7,4.3,Sahedal Union Total,,21349,11.6,14.8,11.9,7.9,7.4,7.5,23.6,7.0,3.1,5.2
30,48,27,67,042,1,304827670421,*Asutia,,559,2426,2426,0,,*Asutia,1,559,3.8,10.9,19.9,23.6,20.0,10.0,5.2,6.6,4.3,*Asutia,1,2426,10.8,13.4,13.1,8.4,5.9,6.3,25.3,7.7,3.1,6.1
30,48,27,67,042 01,1,30482767042 011,Galachipa,,203,898,898,0,,Galachipa,1,203,2.5,11.3,20.7,19.7,22.7,11.8,4.4,6.9,4.4,Galachipa,1,898,9.6,14.5,13.5,7.9,5.9,7.1,25.9,5.3,3.1,7.1
30,48,27,67,042 02,1,30482767042 021,Gokulnagar,,356,1528,1528,0,,Gokulnagar,1,356,4.5,10.7,19.4,25.8,18.5,9.0,5.6,6.5,4.3,Gokulnagar,1,1528,11.5,12.7,13.0,8.7,5.9,5.8,24.9,9.1,3.0,5.5
30,48,27,67,090,1,304827670901,*Basur Char,,327,1361,1361,0,,*Basur Char,1,327,2.4,11.3,17.7,29.7,21.7,12.2,3.4,1.5,4.2,*Basur Char,1,1361,10.4,12.8,9.7,8.1,8.6,6.8,27.1,7.3,4.3,4.8
30,48,27,67,140,1,304827671401,*Bir Paiksa,,409,1734,1734,0,,*Bir Paiksa,1,409,4.4,12.2,17.8,22.0,24.4,10.5,4.2,4.4,4.2,*Bir Paiksa,1,1734,11.2,13.4,11.5,7.6,8.4,7.1,24.3,6.1,4.1,6.4
30,48,27,67,280,1,304827672801,*Dapunia,,229,1157,1157,0,,*Dapunia,1,229,3.9,3.9,14.4,21.8,18.3,14.0,11.8,11.8,5.1,*Dapunia,1,1157,11.5,16.3,12.8,6.9,6.4,5.5,24.8,7.4,2.9,5.4
30,48,27,67,644,1,304827676441,*Kurimara,,1407,5896,5896,0,,*Kurimara,1,1405,3.1,12.8,19.8,24.6,19.6,12.4,4.2,3.6,4.2,*Kurimara,1,5896,13.0,15.3,11.4,7.9,7.5,8.6,22.4,6.6,3.1,4.2
30,48,27,67,854,1,304827678541,*Rahimpur,,520,2247,2247,0,,*Rahimpur,1,519,3.7,11.9,20.0,20.0,21.4,12.5,5.6,4.8,4.3,*Rahimpur,1,2247,11.3,14.2,10.8,8.3,7.3,7.5,25.6,7.0,2.8,5.1
30,48,27,67,910,1,304827679101,*Sahedal,,1483,6528,6528,0,,*Sahedal,1,1470,4.8,10.7,16.4,23.5,20.9,13.2,5.9,4.6,4.3,*Sahedal,1,6528,11.0,15.8,12.7,7.7,7.6,7.4,22.2,7.3,2.7,5.6
30,48,27,81,,,30482781,Sidhla Union Total,6477,7821,34704,34703,1,1324,Sidhla Union Total,,7808,3.9,10.6,17.3,22.5,20.1,12.9,6.9,5.7,4.4,Sidhla Union Total,,34704,12.6,16.3,12.3,7.4,7.5,8.1,21.3,6.4,3.3,4.9
30,48,27,81,098,1,304827810981,*Bil Baghmara,,203,909,909,0,,*Bil Baghmara,1,203,3.0,9.9,21.2,17.7,21.7,11.8,9.4,5.4,4.5,*Bil Baghmara,1,909,16.1,15.4,10.9,7.0,6.5,7.2,23.5,4.8,4.5,4.1
30,48,27,81,154,1,304827811541,*Char Biswanathpur,,527,2560,2560,0,,*Char Biswanathpur,1,527,3.6,7.4,12.1,21.1,22.8,15.2,9.1,8.7,4.9,*Char Biswanathpur,1,2560,12.2,18.2,11.8,7.9,8.1,8.1,20.3,6.7,2.9,3.9
30,48,27,81,252,1,304827812521,*Chaudar,,490,2191,2191,0,,*Chaudar,1,484,7.0,10.3,17.4,16.9,18.6,14.0,6.0,9.7,4.5,*Chaudar,1,2191,13.3,14.7,10.5,8.1,9.8,7.2,18.8,7.1,3.1,7.3
30,48,27,81,252 01,1,30482781252 011,Chaudar,,388,1727,1727,0,,Chaudar,1,382,7.6,10.5,17.8,16.5,18.1,12.8,6.3,10.5,4.5,Chaudar,1,1727,13.0,14.8,10.4,8.2,10.9,7.2,18.9,6.4,3.4,6.9
30,48,27,81,252 02,1,30482781252 021,Rani Khamar,,102,464,464,0,,Rani Khamar,1,102,4.9,9.8,15.7,18.6,20.6,18.6,4.9,6.9,4.5,Rani Khamar,1,464,14.4,14.7,11.2,7.8,5.8,6.9,18.5,9.9,2.2,8.6
30,48,27,81,308,1,304827813081,*Dhalapata,,234,1123,1123,0,,*Dhalapata,1,234,0.9,5.1,15.8,25.2,24.4,13.2,8.5,6.8,4.8,*Dhalapata,1,1123,12.5,19.0,12.3,9.3,8.1,8.3,19.2,4.4,3.7,3.3
30,48,27,81,350,1,304827813501,*Dulihar (Part),,436,1969,1969,0,,*Dulihar (Part),1,436,2.8,8.0,21.1,24.3,19.0,10.6,7.3,6.9,4.5,*Dulihar (Part),1,1969,11.9,17.2,12.8,6.8,9.6,8.9,20.1,5.7,2.9,4.0
30,48,27,81,434,1,304827814341,*Gar Bisudia,,310,1319,1319,0,,*Gar Bisudia,1,310,4.5,11.0,18.4,24.2,21.0,11.6,4.8,4.5,4.3,*Gar Bisudia,1,1319,10.0,14.3,11.6,9.7,5.6,6.7,23.7,6.9,3.1,8.4
30,48,27,81,448,1,304827814481,*Machua,,407,1788,1788,0,,*Machua,1,405,5.7,12.1,15.3,21.7,20.5,12.6,8.4,3.7,4.3,*Machua,1,1788,12.8,16.6,13.2,7.4,7.3,6.8,21.6,6.0,2.3,6.0
30,48,27,81,490,1,304827814901,*Harenja,,849,3884,3884,0,,*Harenja,1,846,3.1,9.3,16.2,22.5,18.6,17.4,7.1,5.9,4.6,*Harenja,1,3884,12.2,17.2,13.6,7.6,6.8,9.3,20.4,5.3,3.2,4.5
30,48,27,81,490 01,1,30482781490 011,Harenja,,607,2793,2793,0,,Harenja,1,607,3.3,9.6,15.3,22.4,18.9,16.8,7.7,5.9,4.6,Harenja,1,2793,11.9,18.2,13.1,7.5,6.8,10.0,20.1,5.1,2.5,4.8
30,48,27,81,490 02,1,30482781490 021,Harenja (Binna Para),,242,1091,1091,0,,Harenja (Binna Para),1,239,2.5,8.8,18.4,22.6,17.6,18.8,5.4,5.9,4.6,Harenja (Binna Para),1,1091,13.2,14.8,14.8,7.9,6.8,7.4,21.1,5.7,4.8,3.6
