division_code,dist_code,sub_dist_code,union_code,mah_code,rmo_1,node_hash,admin_unit_t1,area,total_household,pop_total,pop_in_house,pop_floating,pop_density,admin_unit_t3,rmo_3,num_general_household,household_1person,household_2person,household_3person,household_4person,household_5person,household_6person,household_7person,household_8+person,avg_household_size,admin_unit_t4,rmo_4,all_age_pop,0-4,5-9,10-14,15-19,20-24,25-29,30-49,50-59,60-64,65+
30,48,02,91,286,1,304802912861,*Birgaon,,1485,7170,7170,0,,*Birgaon,1,1485,3.6,9.0,14.5,20.1,20.0,14.7,7.9,10.0,4.8,*Birgaon,1,7170,13.9,15.3,12.5,7.8,7.5,7.6,20.2,5.8,3.2,6.2
30,48,02,91,286 01,1,30480291286 011,Birgaon,,1318,6294,6294,0,,Birgaon,1,1318,3.5,9.3,15.0,20.3,20.6,14.6,7.5,9.3,4.8,Birgaon,1,6294,13.5,14.7,12.3,8.0,7.7,7.7,20.5,6.0,3.3,6.3
30,48,02,91,286 02,1,30480291286 021,Islampur,,167,876,876,0,,Islampur,1,167,4.8,7.2,10.8,19.2,15.6,15.6,11.4,15.6,5.2,Islampur,1,876,16.8,19.5,13.7,6.7,6.5,6.5,18.3,4.5,2.4,5.1
30,48,02,91,708,1,304802917081,*Khasal,,988,4993,4993,0,,*Khasal,1,987,4.2,9.2,13.2,20.1,17.8,13.9,8.5,13.2,5.0,*Khasal,1,4993,13.3,16.1,11.6,7.9,6.8,8.5,20.7,5.7,2.9,6.5
30,48,02,91,708 01,1,30480291708 011,Khasal,,794,3932,3932,0,,Khasal,1,794,4.7,10.1,12.7,19.6,17.9,13.7,8.2,13.1,5.0,Khasal,1,3932,13.3,16.0,11.5,8.2,6.9,8.5,20.4,5.4,3.0,6.9
30,48,02,91,708 02,1,30480291708 021,Ekhurdia,,194,1061,1061,0,,Ekhurdia,1,193,2.1,5.7,15.0,21.8,17.6,14.5,9.8,13.5,5.3,Ekhurdia,1,1061,13.3,16.4,12.2,6.5,6.7,8.5,21.5,7.2,2.7,5.1
30,48,02,91,792,1,304802917921,*Narsing Purbabad,,648,3112,3112,0,,*Narsing Purbabad,1,648,4.8,9.6,15.9,17.9,16.8,15.9,9.6,9.6,4.8,*Narsing Purbabad,1,3112,12.3,16.0,12.4,7.8,7.6,8.9,19.6,5.9,2.8,6.7
30,48,06,,,,304806,Bajitpur Upazila Total,47880,53345,248730,248380,350,1284,Bajitpur Upazila Total,,52690,3.9,10.0,15.7,20.6,19.5,13.7,8.1,8.5,4.7,Bajitpur Upazila Total,,248730,13.0,15.8,12.6,7.8,7.7,8.0,21.4,6.1,2.6,5.0
30,48,06,,,1,3048061,Bajitpur Upazila,,45524,213832,213645,187,,Bajitpur Upazila,1,45383,3.9,10.1,15.3,20.3,19.5,13.9,8.3,8.6,4.7,Bajitpur Upazila,1,213832,13.5,16.1,12.5,7.6,7.6,7.8,21.0,6.0,2.7,5.1
30,48,06,,,2,3048062,Bajitpur Upazila,,7821,34898,34735,163,,Bajitpur Upazila,2,7307,4.0,9.4,17.9,22.6,19.4,12.2,6.9,7.6,4.6,Bajitpur Upazila,2,34898,9.8,13.4,13.4,9.2,8.4,8.6,23.9,6.5,2.4,4.3
30,48,06,,,2,3048062,Bajitpur Paurashava,,7821,34898,34735,163,,Bajitpur Paurashava,2,7307,4.0,9.4,17.9,22.6,19.4,12.2,6.9,7.6,4.6,Bajitpur Paurashava,2,34898,9.8,13.4,13.4,9.2,8.4,8.6,23.9,6.5,2.4,4.3
30,48,06,01,,,30480601,Ward No-01 Total,,659,3078,3078,0,,Ward No-01 Total,,654,3.7,9.0,20.0,23.7,19.3,11.5,5.2,7.6,4.5,Ward No-01 Total,,3078,10.3,14.2,12.9,9.4,8.7,8.4,23.0,6.4,1.7,5.0
30,48,06,01,580,2,304806015802,*East Raberkandi,,172,814,814,0,,*East Raberkandi,2,171,0.6,6.4,20.5,22.2,25.1,15.2,5.8,4.1,4.6,*East Raberkandi,2,814,10.7,14.7,14.4,8.5,8.0,8.6,21.3,5.8,1.8,6.3
30,48,06,01,723,2,304806017232,*Raberkandi,,261,1259,1259,0,,*Raberkandi,2,260,5.0,10.0,20.8,20.8,16.5,11.2,6.2,9.6,4.5,*Raberkandi,2,1259,10.9,14.3,13.2,10.2,9.1,7.8,22.7,5.5,2.0,4.4
30,48,06,01,735,2,304806017352,*Purba Basantapur,,226,1005,1005,0,,*Purba Basantapur,2,223,4.5,9.9,18.8,28.3,17.9,9.0,3.6,8.1,4.4,*Purba Basantapur,2,1005,9.3,13.5,11.3,9.3,8.7,9.2,24.7,8.1,1.3,4.8
30,48,06,02,,,30480602,Ward No-02 Total,,986,4552,4552,0,,Ward No-02 Total,,978,2.9,11.5,16.1,23.0,19.6,10.7,7.1,9.2,4.6,Ward No-02 Total,,4552,9.8,12.7,13.2,8.8,8.2,8.7,24.3,8.3,2.9,3.1
30,48,06,02,700,2,304806027002,*Paschim Basantapur,,232,996,996,0,,*Paschim Basantapur,2,230,3.9,14.3,15.2,28.3,20.0,5.7,4.8,7.8,4.3,*Paschim Basantapur,2,996,7.5,7.9,14.1,9.8,9.7,10.0,25.8,9.5,2.3,3.2
30,48,06,02,842,2,304806028422,*Purba Mathurapur,,274,1398,1398,0,,*Purba Mathurapur,2,274,1.8,7.7,12.8,18.2,24.5,14.2,8.8,12.0,5.1,*Purba Mathurapur,2,1398,12.9,17.6,12.4,6.7,8.4,9.2,19.8,7.4,3.7,2.1
30,48,06,02,920,2,304806029202,*West Mothurapur,,480,2158,2158,0,,*West Mothurapur,2,474,3.0,12.2,18.4,23.2,16.7,11.2,7.2,8.2,4.5,*West Mothurapur,2,2158,8.9,11.6,13.3,9.8,7.4,7.7,26.6,8.3,2.7,3.6
30,48,06,03,,,30480603,Ward No-03 Total,,1087,3672,3668,4,,Ward No-03 Total,,648,3.7,7.6,17.4,22.4,19.4,13.6,6.8,9.1,4.8,Ward No-03 Total,,3672,8.6,11.8,11.2,8.7,8.7,10.1,25.6,7.6,2.9,4.8
30,48,06,03,045,2,304806030452,*Basak Para,,116,563,563,0,,*Basak Para,2,116,3.4,9.5,14.7,25.9,14.7,14.7,8.6,8.6,4.9,*Basak Para,2,563,9.1,10.8,10.3,10.1,9.9,9.2,22.4,8.9,3.4,5.9
30,48,06,03,090,2,304806030902,*Bajitpur Bazar,,447,575,575,0,,*Bajitpur Bazar,2,11,36.4,0.0,27.3,9.1,9.1,18.2,0.0,0.0,3.1,*Bajitpur Bazar,2,575,0.7,2.3,8.0,3.3,7.5,13.4,41.6,15.3,4.3,3.7
30,48,06,03,633,2,304806036332,*Paglar Char,,244,1097,1097,0,,*Paglar Char,2,244,3.7,8.2,18.4,20.9,22.5,14.3,5.7,6.1,4.5,*Paglar Char,2,1097,8.8,13.4,10.5,9.3,9.7,11.4,22.6,6.5,2.6,5.4
30,48,06,03,671,2,304806036712,*Purba Bajitpur,,113,567,567,0,,*Purba Bajitpur,2,110,1.8,3.6,26.4,24.5,12.7,13.6,7.3,10.0,4.7,*Purba Bajitpur,2,567,9.7,13.4,13.9,8.8,5.6,9.2,25.9,5.3,3.7,4.4
30,48,06,03,678,2,304806036782,*Purba Pailanpur,,167,870,866,4,,*Purba Pailanpur,2,167,3.0,8.4,11.4,21.6,23.4,11.4,7.2,13.8,5.2,*Purba Pailanpur,2,870,12.4,15.9,13.2,10.3,9.7,7.4,20.7,4.5,1.7,4.3
30,48,06,04,,,30480604,Ward No-04 Total,,873,3840,3840,0,,Ward No-04 Total,,837,4.4,9.9,17.0,24.6,18.8,11.4,6.3,7.6,4.5,Ward No-04 Total,,3840,9.7,13.3,13.5,9.1,8.4,9.0,24.1,5.7,2.7,4.5
30,48,06,04,290,2,304806042902,*Dari Gagutia,,421,1920,1920,0,,*Dari Gagutia,2,420,3.8,9.0,16.9,24.8,19.8,12.6,6.2,6.9,4.5,*Dari Gagutia,2,1920,10.7,13.4,14.9,9.5,8.4,7.8,22.7,5.4,2.4,4.7
30,48,06,04,407,2,304806044072,*Mirerband,,165,792,792,0,,*Mirerband,2,162,6.2,6.8,17.3,22.2,14.8,16.0,8.0,8.6,4.7,*Mirerband,2,792,10.9,15.9,11.7,8.5,7.8,11.6,23.0,3.9,2.4,4.3
30,48,06,04,587,2,304806045872,*East Nandia Aliabad,,287,1128,1128,0,,*East Nandia Aliabad,2,255,4.3,13.3,16.9,25.9,19.6,6.3,5.5,8.2,4.3,*East Nandia Aliabad,2,1128,7.3,11.3,12.4,8.8,8.6,9.0,27.4,7.6,3.3,4.3
30,48,06,05,,,30480605,Ward No-05 Total,,854,3719,3719,0,,Ward No-05 Total,,845,5.7,9.8,17.2,23.8,18.9,13.3,5.9,5.4,4.4,Ward No-05 Total,,3719,9.8,13.4,13.4,8.4,7.3,7.7,27.3,6.6,2.4,3.7
30,48,06,05,452,2,304806054522,*Nandina Aliabad,,237,976,976,0,,*Nandina Aliabad,2,237,4.2,13.5,17.3,25.3,19.0,15.2,3.8,1.7,4.1,*Nandina Aliabad,2,976,9.6,12.3,13.5,9.2,6.9,8.4,27.6,5.9,2.9,3.7
30,48,06,05,560,2,304806055602,*Mathar Hati,,61,258,258,0,,*Mathar Hati,2,59,16.9,1.7,22.0,22.0,13.6,13.6,3.4,6.8,4.1,*Mathar Hati,2,258,13.2,14.0,10.9,5.8,10.5,6.6,27.5,7.4,2.3,1.9
30,48,06,05,687,2,304806056872,*Paschim Nanidna Aliabad,,400,1804,1804,0,,*Paschim Nanidna Aliabad,2,394,5.3,7.9,17.0,24.4,18.8,11.7,7.1,7.9,4.6,*Paschim Nanidna Aliabad,2,1804,9.6,13.9,13.4,8.4,6.7,7.8,28.3,6.7,2.1,3.2
30,48,06,05,875,2,304806058752,*Purba Bhagalpur,,156,681,681,0,,*Purba Bhagalpur,2,155,4.5,12.3,15.5,20.6,21.3,14.2,7.1,4.5,4.4,*Purba Bhagalpur,2,681,9.3,13.4,14.4,8.1,8.4,7.0,24.1,7.0,2.9,5.4
30,48,06,06,,,30480606,Ward No-06 Total,,1059,5406,5247,159,,Ward No-06 Total,,1051,2.9,10.0,20.8,23.8,17.6,10.2,7.5,7.1,4.5,Ward No-06 Total,,5406,8.1,13.3,15.2,11.8,9.7,8.5,23.0,5.3,1.9,3.2
30,48,06,06,497,2,304806064972,*Madhya Bhagalpur,,436,1932,1932,0,,*Madhya Bhagalpur,2,435,4.1,11.5,20.7,22.3,16.8,10.1,8.5,6.0,4.4,*Madhya Bhagalpur,2,1932,8.9,15.1,14.0,9.3,8.7,7.9,21.6,6.2,3.0,5.3
30,48,06,06,859,2,304806068592,*Paschim Bhagalpur (Medical),,623,3474,3315,159,,*Paschim Bhagalpur (Medical),2,616,2.1,8.9,20.9,24.8,18.2,10.2,6.8,8.0,4.6,*Paschim Bhagalpur (Medical),2,3474,7.6,12.3,15.9,13.2,10.2,8.8,23.7,4.8,1.3,2.1
30,48,06,07,,,30480607,Ward No-07 Total,,695,3329,3329,0,,Ward No-07 Total,,694,4.3,7.8,15.7,19.3,21.0,14.3,8.5,9.1,4.8,Ward No-07 Total,,3329,11.2,14.6,13.0,8.7,8.8,7.5,22.0,5.9,2.7,5.6
30,48,06,07,361,2,304806073612,*Purba Nitarkandi,,114,607,607,0,,*Purba Nitarkandi,2,114,1.8,3.5,12.3,21.1,20.2,21.1,9.6,10.5,5.3,*Purba Nitarkandi,2,607,10.5,13.2,14.0,10.4,8.7,7.7,23.4,4.9,2.0,5.1
30,48,06,07,949,2,304806079492,*Paschim Nitarkandi,,177,887,887,0,,*Paschim Nitarkandi,2,177,4.0,8.5,11.9,18.6,23.2,13.0,9.0,11.9,5.0,*Paschim Nitarkandi,2,887,10.8,13.1,12.1,8.2,9.4,7.7,21.9,7.0,3.9,6.0
30,48,06,07,995,2,304806079952,*Paschim Pailanpur,,404,1835,1835,0,,*Paschim Pailanpur,2,403,5.2,8.7,18.4,19.1,20.3,12.9,7.9,7.4,4.6,*Paschim Pailanpur,2,1835,11.6,15.7,13.1,8.3,8.6,7.4,21.7,5.7,2.3,5.6
30,48,06,08,,,30480608,Ward No-08 Total,,677,3095,3095,0,,Ward No-08 Total,,672,3.7,8.5,19.5,21.1,19.5,12.9,7.4,7.3,4.6,Ward No-08 Total,,3095,11.0,11.8,11.6,7.4,9.5,9.4,23.9,7.4,2.7,5.3
30,48,06,08,226,2,304806082262,*Darikandi,,133,662,662,0,,*Darikandi,2,133,1.5,7.5,15.0,17.3,20.3,19.5,7.5,11.3,5.0,*Darikandi,2,662,13.3,10.7,12.7,5.6,10.6,9.8,20.4,7.1,3.3,6.5
30,48,06,08,814,2,304806088142,*Pashim Bajitpur,,223,979,979,0,,*Pashim Bajitpur,2,223,3.1,9.0,23.3,21.5,19.7,11.7,6.7,4.9,4.4,*Pashim Bajitpur,2,979,11.1,11.6,11.1,7.4,9.1,9.8,23.3,7.6,3.9,5.1
30,48,06,08,916,2,304806089162,*Purba Chandragram,,321,1454,1454,0,,*Purba Chandragram,2,316,5.1,8.5,18.7,22.5,19.0,11.1,7.9,7.3,4.5,*Purba Chandragram,2,1454,9.9,12.3,11.3,8.3,9.2,8.9,25.9,7.4,1.7,4.9
30,48,06,09,,,30480609,Ward No-09 Total,,931,4207,4207,0,,Ward No-09 Total,,928,4.8,9.3,17.0,20.8,20.8,13.4,7.3,6.6,4.5,Ward No-09 Total,,4207,10.5,15.7,15.1,8.7,6.5,8.6,22.1,5.8,2.1,4.9
30,48,06,09,452,2,304806094522,*Madhya Chandragram,,340,1487,1487,0,,*Madhya Chandragram,2,340,5.3,11.2,17.6,21.8,19.1,13.5,5.9,5.6,4.4,*Madhya Chandragram,2,1487,10.9,14.5,13.7,8.9,7.4,9.5,22.5,5.8,2.0,5.0
30,48,06,09,904,2,304806099042,*Paschim Chandragram,,591,2720,2720,0,,*Paschim Chandragram,2,588,4.6,8.2,16.7,20.2,21.8,13.3,8.2,7.1,4.6,*Paschim Chandragram,2,2720,10.3,16.3,15.8,8.6,6.0,8.1,21.9,5.8,2.2,4.9
30,48,06,17,,,30480617,Baliardi Union Total,2090,3549,15903,15903,0,1880,Baliardi Union Total,,3549,5.0,11.0,16.6,20.5,19.3,13.6,7.2,6.7,4.5,Baliardi Union Total,,15903,13.4,16.6,12.7,7.8,7.3,8.0,21.1,5.7,2.7,4.8
30,48,06,17,078,1,304806170781,*Baliardi,,783,3620,3620,0,,*Baliardi,1,783,4.0,9.2,16.5,20.4,17.8,17.1,7.9,7.2,4.6,*Baliardi,1,3620,13.7,17.0,12.7,7.9,7.1,8.5,19.8,5.2,2.7,5.5
30,48,06,17,078 01,1,30480617078 011,Baliardi,,614,2866,2866,0,,Baliardi,1,614,3.7,8.8,16.6,19.2,18.4,18.1,7.7,7.5,4.7,Baliardi,1,2866,13.3,17.1,12.4,8.0,6.8,9.0,20.0,5.3,2.6,5.4
30,48,06,17,078 02,1,30480617078 021,Aynarkandi,,60,257,257,0,,Aynarkandi,1,60,0.0,11.7,18.3,36.7,10.0,16.7,3.3,3.3,4.3,Aynarkandi,1,257,12.8,12.5,12.8,12.1,8.6,5.8,20.6,5.1,3.1,6.6
30,48,06,17,078 03,1,30480617078 031,Mathun Shapur,,109,497,497,0,,Mathun Shapur,1,109,7.3,10.1,14.7,18.3,18.3,11.9,11.9,7.3,4.6,Mathun Shapur,1,497,16.5,18.3,14.1,5.2,7.6,6.6,18.5,4.8,3.2,5.0
30,48,06,17,335,1,304806173351,*Ghoradara,,603,2652,2652,0,,*Ghoradara,1,603,5.0,11.6,16.6,21.7,21.9,10.9,6.1,6.1,4.4,*Ghoradara,1,2652,13.5,16.7,13.1,7.9,8.7,7.4,19.9,5.7,2.6,4.4
30,48,06,17,335 01,1,30480617335 011,Ghoradara,,173,730,730,0,,Ghoradara,1,173,4.0,15.0,18.5,23.7,19.1,8.1,4.6,6.9,4.2,Ghoradara,1,730,14.4,17.4,13.2,6.2,10.1,7.8,20.7,4.5,2.2,3.6
30,48,06,17,335 02,1,30480617335 021,Sagar Fena,,268,1231,1231,0,,Sagar Fena,1,268,6.0,10.4,13.8,18.7,23.1,13.4,7.8,6.7,4.6,Sagar Fena,1,1231,14.0,16.9,13.6,8.4,9.0,7.3,18.8,6.0,2.3,3.7
30,48,06,17,335 03,1,30480617335 031,Baraichapa,,89,394,394,0,,Baraichapa,1,89,5.6,5.6,20.2,25.8,19.1,12.4,4.5,6.7,4.4,Baraichapa,1,394,11.9,16.8,12.2,8.1,8.4,7.1,19.0,7.6,4.1,4.8
30,48,06,17,335 04,1,30480617335 041,Gopinathpur,,73,297,297,0,,Gopinathpur,1,73,2.7,15.1,17.8,23.3,27.4,6.8,5.5,1.4,4.1,Gopinathpur,1,297,11.8,13.8,11.8,9.8,4.7,7.4,23.6,5.1,3.0,9.1
30,48,06,17,491,1,304806174911,*Kaimer Bauli,,194,972,972,0,,*Kaimer Bauli,1,194,1.5,7.2,12.9,20.1,26.3,14.4,8.8,8.8,5.0,*Kaimer Bauli,1,972,10.8,12.0,12.8,6.7,7.5,9.8,24.8,8.2,2.8,4.6
30,48,06,17,939,1,304806179391,*Selimerkandi,,717,3285,3285,0,,*Selimerkandi,1,717,3.9,8.5,16.5,22.9,20.2,14.5,6.3,7.3,4.6,*Selimerkandi,1,3285,12.8,16.5,13.4,8.6,7.2,6.6,22.3,5.6,2.3,4.6
30,48,06,17,939 01,1,30480617939 011,Adarsha Gram,,92,433,433,0,,Adarsha Gram,1,92,0.0,14.1,15.2,18.5,17.4,21.7,4.3,8.7,4.7,Adarsha Gram,1,433,16.9,18.2,10.6,5.5,5.5,6.2,27.0,2.5,3.2,4.2
30,48,06,17,939 02,1,30480617939 021,Atkapara,,59,296,296,0,,Atkapara,1,59,3.4,5.1,11.9,23.7,23.7,13.6,5.1,13.6,5.0,Atkapara,1,296,17.9,21.6,10.1,7.1,8.4,9.1,13.9,4.1,2.4,5.4
30,48,06,17,939 03,1,30480617939 031,Osman Pur,,265,1175,1175,0,,Osman Pur,1,265,5.3,8.3,19.2,21.9,18.5,13.6,6.8,6.4,4.4,Osman Pur,1,1175,12.0,15.9,13.3,10.4,7.7,6.0,23.4,5.9,2.0,3.5
30,48,06,17,939 04,1,30480617939 041,Paschim Noahata,,180,835,835,0,,Paschim Noahata,1,180,2.2,7.8,16.1,25.0,22.8,14.4,3.9,7.8,4.6,Paschim Noahata,1,835,10.4,15.9,15.6,6.7,6.8,7.2,23.0,6.8,2.4,5.1
30,48,06,17,939 05,1,30480617939 051,Rajnagar,,24,95,95,0,,Rajnagar,1,24,16.7,8.3,12.5,25.0,12.5,20.8,0.0,4.2,4.0,Rajnagar,1,95,9.5,23.2,10.5,8.4,7.4,6.3,14.7,10.5,3.2,6.3
30,48,06,17,939 06,1,30480617939 061,Shaplanja,,97,451,451,0,,Shaplanja,1,97,4.1,7.2,14.4,24.7,22.7,9.3,13.4,4.1,4.6,Shaplanja,1,451,13.1,12.6,15.1,11.8,7.1,6.0,20.8,5.8,1.8,6.0
30,48,06,17,950,1,304806179501,*Shimultala,,424,1943,1943,0,,*Shimultala,1,424,7.3,9.7,15.8,18.6,16.3,14.6,9.7,8.0,4.6,*Shimultala,1,1943,14.2,17.1,13.0,8.7,7.0,7.5,19.9,5.0,3.1,4.5
30,48,06,17,966,1,304806179661,*Yousuf Darbar,,828,3431,3431,0,,*Yousuf Darbar,1,828,6.4,16.2,18.2,18.7,18.1,10.9,6.5,5.0,4.1,*Yousuf Darbar,1,3431,13.7,17.1,11.5,6.8,6.6,8.9,21.9,5.9,2.9,4.6
30,48,06,17,966 01,1,30480617966 011,Baniahat,,135,570,570,0,,Baniahat,1,135,9.6,16.3,13.3,18.5,15.6,9.6,11.1,5.9,4.2,Baniahat,1,570,16.5,14.6,12.1,7.9,7.9,9.6,14.7,6.1,4.7,5.8
30,48,06,17,966 02,1,30480617966 021,Ghonahati,,239,956,956,0,,Ghonahati,1,239,4.2,18.4,19.2,18.8,21.3,10.9,4.2,2.9,4.0,Ghonahati,1,956,13.5,17.5,11.7,7.1,6.6,8.3,21.4,7.0,2.7,4.2
30,48,06,17,966 03,1,30480617966 031,Shahpur,,166,695,695,0,,Shahpur,1,166,3.6,15.7,19.3,21.7,15.7,13.9,6.6,3.6,4.2,Shahpur,1,695,10.9,17.1,11.7,6.9,7.3,9.5,26.3,5.5,2.2,2.6
30,48,06,17,966 04,1,30480617966 041,Dayarampur,,82,311,311,0,,Dayarampur,1,82,6.1,15.9,22.0,23.2,19.5,8.5,4.9,0.0,3.8,Dayarampur,1,311,14.8,17.7,10.3,5.1,3.5,8.7,25.4,4.8,3.2,6.4
30,48,06,17,966 05,1,30480617966 051,Babunagar,,30,142,142,0,,Babunagar,1,30,6.7,16.7,3.3,20.0,23.3,6.7,6.7,16.7,4.7,Babunagar,1,142,16.9,18.3,12.7,6.3,7.0,8.5,20.4,7.7,0.0,2.1
30,48,06,17,966 06,1,30480617966 061,Dattagram,,38,155,155,0,,Dattagram,1,38,5.3,7.9,26.3,18.4,28.9,5.3,5.3,2.6,4.1,Dattagram,1,155,17.4,19.4,9.7,3.2,3.9,7.7,27.7,1.3,4.5,5.2
30,48,06,17,966 07,1,30480617966 071,Purba Noahata,,106,508,508,0,,Purba Noahata,1,106,10.4,9.4,16.0,12.3,17.0,13.2,8.5,13.2,4.8,Purba Noahata,1,508,11.8,19.7,11.0,7.3,6.5,9.8,20.3,6.1,2.2,5.3
30,48,06,17,966 08,1,30480617966 081,Tup Baliardi,,32,94,94,0,,Tup Baliardi,1,32,12.5,34.4,28.1,12.5,0.0,9.4,3.1,0.0,2.9,Tup Baliardi,1,94,13.8,7.4,12.8,4.3,7.4,6.4,27.7,5.3,4.3,10.6
30,48,06,25,,,30480625,Dighirpar Union Total,3610,4218,20722,20535,187,1418,Dighirpar Union Total,,4196,3.9,8.9,14.2,20.5,19.7,14.0,8.8,10.0,4.8,Dighirpar Union Total,,20722,13.8,15.8,12.8,7.5,7.7,7.7,20.8,6.1,2.6,5.3
30,48,06,25,279,1,304806252791,*Dighirpar Basti,,4218,20722,20535,187,,*Dighirpar Basti,1,4196,3.9,8.9,14.2,20.5,19.7,14.0,8.8,10.0,4.8,*Dighirpar Basti,1,20722,13.8,15.8,12.8,7.5,7.7,7.7,20.8,6.1,2.6,5.3
30,48,06,25,279 01,1,30480625279 011,Patuli,,1003,5022,5012,10,,Patuli,1,995,3.5,8.4,14.7,20.6,17.2,13.7,10.2,11.8,4.9,Patuli,1,5022,15.3,16.5,12.9,7.5,8.0,7.9,19.4,5.6,2.3,4.5
30,48,06,25,279 02,1,30480625279 021,Dighirpar Sialdi,,166,777,777,0,,Dighirpar Sialdi,1,166,2.4,6.6,12.7,25.3,27.7,12.7,7.2,5.4,4.7,Dighirpar Sialdi,1,777,10.7,10.7,12.1,8.2,9.1,9.1,22.5,8.2,4.5,4.8
30,48,06,25,279 03,1,30480625279 031,Dighirpar,,873,4097,4079,18,,Dighirpar,1,869,5.3,10.5,16.1,21.3,18.6,13.5,7.9,6.8,4.5,Dighirpar,1,4097,13.4,16.1,14.5,7.7,7.2,7.3,20.4,5.8,2.3,5.2
30,48,06,25,279 04,1,30480625279 041,Subharampur,,470,2340,2274,66,,Subharampur,1,463,5.4,8.2,14.3,20.1,17.5,13.8,7.6,13.2,4.9,Subharampur,1,2340,12.8,14.1,11.0,7.7,10.0,8.5,21.1,6.0,2.7,6.0
30,48,06,25,279 05,1,30480625279 051,Rishi Para,,288,1482,1475,7,,Rishi Para,1,287,3.8,9.1,9.1,22.0,22.3,12.9,8.0,12.9,5.1,Rishi Para,1,1482,12.6,13.4,12.1,7.8,6.9,9.6,20.8,6.0,3.7,7.0
30,48,06,25,279 06,1,30480625279 061,Ghangahati,,337,1604,1562,42,,Ghangahati,1,336,5.7,10.1,15.5,17.6,17.3,15.5,10.4,8.0,4.6,Ghangahati,1,1604,15.7,20.3,12.0,6.2,4.4,5.9,22.4,5.2,2.3,5.6
30,48,06,25,279 07,1,30480625279 071,Lalkhar Char,,65,349,343,6,,Lalkhar Char,1,64,1.6,7.8,14.1,9.4,21.9,14.1,17.2,14.1,5.3,Lalkhar Char,1,349,14.9,17.5,11.2,8.9,7.2,7.2,17.8,5.7,2.9,6.9
30,48,06,25,279 08,1,30480625279 081,Assanpur,,423,2164,2164,0,,Assanpur,1,423,0.9,5.4,12.8,22.9,23.9,15.4,8.7,9.9,5.1,Assanpur,1,2164,12.5,14.7,12.7,7.4,7.8,6.4,21.8,7.7,2.9,6.0
30,48,06,25,279 09,1,30480625279 091,Shatani,,245,1214,1214,0,,Shatani,1,245,2.9,10.6,11.8,18.0,20.0,15.1,9.4,12.2,5.0,Shatani,1,1214,15.1,18.5,13.3,6.2,7.3,6.5,22.2,4.7,2.2,4.0
30,48,06,25,279 10,1,30480625279 101,Chaichira,,176,798,798,0,,Chaichira,1,176,6.3,9.7,15.3,18.8,21.0,13.6,8.0,7.4,4.5,Chaichira,1,798,14.7,16.9,13.3,8.9,7.6,8.5,18.8,6.1,1.5,3.6
30,48,06,25,279 11,1,30480625279 111,Noagaon,,85,405,405,0,,Noagaon,1,85,0.0,7.1,16.5,23.5,24.7,15.3,7.1,5.9,4.8,Noagaon,1,405,11.4,9.1,9.9,7.9,9.6,12.1,22.5,8.9,2.5,6.2
30,48,06,25,279 12,1,30480625279 121,Dighirpar Nadirghat,,2,42,4,38,,Dighirpar Nadirghat,1,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Dighirpar Nadirghat,1,42,0.0,0.0,2.4,7.1,7.1,2.4,52.4,23.8,2.4,2.4
30,48,06,25,279 13,1,30480625279 131,Chan Pur,,85,428,428,0,,Chan Pur,1,85,1.2,12.9,11.8,17.6,24.7,16.5,4.7,10.6,5.0,Chan Pur,1,428,13.6,15.2,13.1,7.5,6.5,5.1,23.1,6.5,2.6,6.8
30,48,06,34,,,30480634,Dilalpur Union Total,2606,3800,18620,18620,0,1766,Dilalpur Union Total,,3797,3.9,9.2,13.6,18.8,20.1,14.9,8.7,10.7,4.9,Dilalpur Union Total,,18620,13.2,15.8,13.4,8.5,8.3,8.2,20.0,5.5,2.6,4.6
30,48,06,34,156,1,304806341561,*Bahernagar,,1093,5276,5276,0,,*Bahernagar,1,1091,2.3,9.2,13.2,20.4,22.3,15.4,8.4,8.8,4.8,*Bahernagar,1,5276,13.7,16.3,13.0,7.5,9.4,8.5,20.0,5.1,2.8,3.8
30,48,06,34,156 01,1,30480634156 011,Bahernagar,,863,4203,4203,0,,Bahernagar,1,861,2.4,9.4,12.4,20.0,21.7,15.4,9.1,9.5,4.9,Bahernagar,1,4203,13.5,16.2,13.1,7.9,9.5,8.4,19.5,5.2,2.7,3.9
30,48,06,34,156 02,1,30480634156 021,Pachim Tatalchar,,230,1073,1073,0,,Pachim Tatalchar,1,230,1.7,8.3,16.1,22.2,24.3,15.2,6.1,6.1,4.7,Pachim Tatalchar,1,1073,14.4,16.5,12.4,6.2,8.9,8.9,22.0,4.6,3.0,3.3
30,48,06,34,290,1,304806342901,*Dilalpur,,1425,7137,7137,0,,*Dilalpur,1,1424,5.3,9.0,12.9,18.4,18.8,14.3,8.0,13.3,5.0,*Dilalpur,1,7137,13.2,15.7,13.5,9.1,7.8,8.0,19.6,5.7,2.5,4.9
30,48,06,34,290 01,1,30480634290 011,Mohamirer Bag,,55,159,159,0,,Mohamirer Bag,1,55,12.7,38.2,18.2,16.4,9.1,3.6,1.8,0.0,2.9,Mohamirer Bag,1,159,9.4,2.5,6.3,5.0,3.8,8.2,37.7,15.7,6.3,5.0
